accepted_with_unverified_facts,attempt_count,attempt_windows,attempts_sha256,circuit_id,compiler_results_reused,compiler_wall_time_new_seconds,configuration_id,ended_at,error_codes,fact_validation_seconds,facts_checked,facts_status,facts_verified,failure,failure_category,family,first_attempt_facts_verified,first_attempt_json_valid,first_attempt_schema_valid,first_attempt_valid,generation_seconds,hypothesis_contains_example_ids,hypothesis_status,input_prompt_sha256,input_tokens,llm_calls,maximum_gpu_hotspot_c,measured_call_seconds,measured_call_seconds_observed,minimum_available_ram_bytes,num_qubits,peak_gpu_dedicated_bytes,peak_gpu_shared_bytes,peak_process_working_set_bytes,physical_calls,prompt_processing_seconds,reasoning_tokens,reasoning_tokens_missing_reason,regret_absolute,repair_count,resource_log_incomplete_tail,resource_measurement_missing_reason,resource_run_key,retrieval_and_context_seconds,schema_version,score,selected_config_id,selected_device_id,server_resource_paths,server_resource_sources,source_sha256,split,status,total_cached_tokens,total_call_seconds,total_input_tokens,total_input_tokens_observed,total_output_tokens,total_output_tokens_observed,transport_retries,trial_id,ttft_seconds
True,3,"[[""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:50:37.582580+00:00"", ""2026-09-19T18:50:42.031686+00:00""], [""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:50:42.374822+00:00"", ""2026-09-19T18:50:47.512823+00:00""], [""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:50:47.874771+00:00"", ""2026-09-19T18:50:52.734484+00:00""]]",f5dbf0b6f32c49957d62532545deab5df96254980dbcbfcc19bd5deaaa9d7bfe,ae_indep_qiskit_60,True,0,p0_t07,2026-09-19T18:50:52.912758+00:00,"{""FACT_NOT_SUPPORTED"": 3}",0.5163486870005727,6,unverified,3,,,ae,False,True,True,False,13.339858000000001,False,not_evaluated,922b5fdf2e5aaa6832930a9167f4fba6c24e0da1d9caeca0859416efab8f4966,11065,3,87,14.446822069001428,14.446822069001428,2385534976,60,5918846976,740753408,4015841280,3,0.895775,,No separate reliable token counter; extended thinking disabled,,2,False,,2026-09-19T18:48:41.9005807Z,5.604381559000103,study-results-v2,,o3_sabre_sabre,ibm_falcon_127,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/exit.json"": ""394eb9db62454d607bd341246e56f9fd5b7e0a1ce44eb5a6596736d900983d77"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/launch.json"": ""0d761af5ebffcda5fb44fdb48c0ffac425a584948f8878de45c31a117d048aa4"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/resources.jsonl"": ""17743354af001036c33021e9e0bde6cb8b827b6ed3d7db368f96c61ad3ba710a""}",8332527e500c8694d2a1259feb3166dd0172877ad96f00a016d15b69899d9720,train,success,33828,14.446822069001428,33463,33463,368,368,0,gemma/p0_t07,0.1335180109999783
False,1,"[[""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:51:24.134422+00:00"", ""2026-09-19T18:51:28.854782+00:00""]]",8277e7fb066215cc7c4e350c244a9c0cc6545858bb2ed93d2d3879aecb04d3be,dj_indep_tket_2,True,0,p0_t07,2026-09-19T18:51:28.877765+00:00,{},0.010535542000070564,2,verified,2,,,dj,True,True,True,True,4.575114999999999,False,not_evaluated,4019c21dc03593a4c3daa4af551f5f0f341f0aa00de44cf5e82f227c49b354f7,11450,1,86,4.720363479000298,4.720363479000298,3359776768,2,5919903744,740782080,3988926464,1,0.0831,,No separate reliable token counter; extended thinking disabled,,0,False,,2026-09-19T18:48:41.9005807Z,5.385016652000559,study-results-v2,,o2_default_default,ibm_falcon_127,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/exit.json"": ""394eb9db62454d607bd341246e56f9fd5b7e0a1ce44eb5a6596736d900983d77"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/launch.json"": ""0d761af5ebffcda5fb44fdb48c0ffac425a584948f8878de45c31a117d048aa4"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/resources.jsonl"": ""17743354af001036c33021e9e0bde6cb8b827b6ed3d7db368f96c61ad3ba710a""}",bc1833de09d70b83eed4ddd1a593a1e9ce2d7bf86baa534c1e3cbf6e6ab94c5d,train,success,11576,4.720363479000298,11451,11451,126,126,0,gemma/p0_t07,0.13427259200034314
False,3,"[[""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:51:39.995924+00:00"", ""2026-09-19T18:52:07.143822+00:00""], [""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:52:07.525302+00:00"", ""2026-09-19T18:52:12.115081+00:00""], [""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:52:12.475270+00:00"", ""2026-09-19T18:52:17.379758+00:00""]]",fb5d95b353ffb3b9b0f210b61d23472cb8bbc75819323b07d6ad833e20200bb8,portfoliovqe_indep_qiskit_6,True,0,p0_t07,2026-09-19T18:52:17.564250+00:00,"{""FACT_NOT_SUPPORTED"": 2}",0.5307181189982657,6,verified,4,,,portfolio,False,True,True,False,12.945066,False,not_evaluated,9b102d4a73dc3c6e207c5ccdedf7da6aeb045468b712f591e93c3841f817c391,12574,3,101,36.64207856199937,36.64207856199937,3178860544,6,5925687296,740782080,4012052480,3,23.498875,,No separate reliable token counter; extended thinking disabled,,2,False,,2026-09-19T18:48:41.9005807Z,5.107976933999453,study-results-v2,,o2_default_default,ibm_falcon_27,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/exit.json"": ""394eb9db62454d607bd341246e56f9fd5b7e0a1ce44eb5a6596736d900983d77"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/launch.json"": ""0d761af5ebffcda5fb44fdb48c0ffac425a584948f8878de45c31a117d048aa4"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/resources.jsonl"": ""17743354af001036c33021e9e0bde6cb8b827b6ed3d7db368f96c61ad3ba710a""}",7dafebd46e73b9b279f1ef96da32f7d563de3721b856b4570375ab81951e06fc,train,success,38345,36.64207856199937,37993,37993,355,355,0,gemma/p0_t07,22.544045703998563
True,3,"[[""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:53:37.802200+00:00"", ""2026-09-19T18:53:42.514401+00:00""], [""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:53:42.880100+00:00"", ""2026-09-19T18:53:47.856520+00:00""], [""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:53:48.212938+00:00"", ""2026-09-19T18:53:53.315659+00:00""]]",2ce39487e3e4d50956c848d3283a3782fd0e785400b77dd0e0b48d4f6913e8a6,su2random_indep_qiskit_50,True,0,p0_t07,2026-09-19T18:53:53.341228+00:00,"{""FACT_NOT_SUPPORTED"": 3}",0.03132612099943799,6,unverified,3,,,random_ansatz,False,True,True,False,13.485083,False,not_evaluated,10f42e2c4fc0e2770b44d131efbdb4b8cb0c50b3b42a30e16e342d8152ddcab6,12267,3,91,14.791352256999744,14.791352256999744,3615391744,50,5928980480,740782080,4031283200,3,1.114327,,No separate reliable token counter; extended thinking disabled,,2,False,,2026-09-19T18:48:41.9005807Z,5.519085701000222,study-results-v2,,o3_default_default,ibm_heron_133,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/exit.json"": ""394eb9db62454d607bd341246e56f9fd5b7e0a1ce44eb5a6596736d900983d77"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/launch.json"": ""0d761af5ebffcda5fb44fdb48c0ffac425a584948f8878de45c31a117d048aa4"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/resources.jsonl"": ""17743354af001036c33021e9e0bde6cb8b827b6ed3d7db368f96c61ad3ba710a""}",b1064ac39fd23798db2e87140a9cd40d2c2994ebd9d00891f04c07001eb56051,train,success,37439,14.791352256999744,37072,37072,370,370,0,gemma/p0_t07,0.1821780749996833
True,3,"[[""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:54:37.361361+00:00"", ""2026-09-19T18:54:42.014824+00:00""], [""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:54:42.523074+00:00"", ""2026-09-19T18:54:47.824825+00:00""], [""2026-09-19T18:48:41.9005807Z"", ""2026-09-19T18:54:48.176635+00:00"", ""2026-09-19T18:54:53.416938+00:00""]]",8e07165f082b53555dd66d79e36156bb7b5cdd4511dbaa13a60dc761c1ce358d,su2random_indep_tket_50,True,0,p0_t07,2026-09-19T18:54:53.435739+00:00,"{""FACT_NOT_SUPPORTED"": 3}",0.19113395400199806,6,unverified,3,,,random_ansatz,False,True,True,False,13.559847999999999,False,not_evaluated,9e479c7555f467faf2e62769cfc52f5e9b08479d262e73f0add274818ef4a875,12298,3,89,15.195520371000384,15.195520371000384,3535630336,50,5928980480,740782080,4030328832,3,1.438814,,No separate reliable token counter; extended thinking disabled,,2,False,,2026-09-19T18:48:41.9005807Z,5.370873234000101,study-results-v2,,o2_default_default,ibm_heron_133,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/exit.json"": ""394eb9db62454d607bd341246e56f9fd5b7e0a1ce44eb5a6596736d900983d77"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/launch.json"": ""0d761af5ebffcda5fb44fdb48c0ffac425a584948f8878de45c31a117d048aa4"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-gemma-1/resources.jsonl"": ""17743354af001036c33021e9e0bde6cb8b827b6ed3d7db368f96c61ad3ba710a""}",498db87f252e642885b25f0a804d340d70e3c3b27afa29ca545884b633682140,train,success,37533,15.195520371000384,37164,37164,372,372,0,gemma/p0_t07,0.1954074050008785
False,3,"[[""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:36:40.351287+00:00"", ""2026-09-19T18:37:23.907354+00:00""], [""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:37:24.407854+00:00"", ""2026-09-19T18:37:29.780030+00:00""], [""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:37:30.127096+00:00"", ""2026-09-19T18:37:34.780566+00:00""]]",36aadeccb673280966bff1e7244201f79d91fce9f4909d5f6dd4560debfef74f,ae_indep_qiskit_60,True,0,p0_t0,2026-09-19T18:37:34.795335+00:00,"{""FACT_NOT_SUPPORTED"": 2}",0.18346510400078841,5,verified,3,,,ae,False,True,True,False,12.441256,False,not_evaluated,922b5fdf2e5aaa6832930a9167f4fba6c24e0da1d9caeca0859416efab8f4966,8498,3,101,53.58174531000259,53.58174531000259,1954316288,60,8499220480,673787904,835911680,3,40.583278,,No separate reliable token counter; extended thinking disabled,,2,False,,2026-09-19T18:35:52.1795887Z,5.514723969999977,study-results-v2,,o3_sabre_lookahead,ibm_heron_156,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/exit.json"": ""ae993948b6328438adf16b503086eb20689dd9f3a1183ddacbc00abdf0becf89"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/launch.json"": ""5ac353a63e8443b078f3fedeb91e166f6f31184192063a3f3e70e241259bef07"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/resources.jsonl"": ""4ca41f62acd5033413c19bf6516980a08de2f15c569e09338534dd98f37e28fe""}",8332527e500c8694d2a1259feb3166dd0172877ad96f00a016d15b69899d9720,train,success,26150,53.58174531000259,25744,25744,409,409,0,phi/p0_t0,39.01311120600076
False,2,"[[""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:38:54.390558+00:00"", ""2026-09-19T18:38:58.674190+00:00""], [""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:38:59.187893+00:00"", ""2026-09-19T18:39:04.634740+00:00""]]",6e71426bc3649df02c85630543ec08c21aec573e2b8fa03ec4eb4152ab821c5c,dj_indep_tket_2,True,0,p0_t0,2026-09-19T18:39:04.653091+00:00,"{""FACT_NOT_SUPPORTED"": 1}",0.181310301000849,4,verified,3,,,dj,False,True,True,False,8.485852999999999,True,not_evaluated,4019c21dc03593a4c3daa4af551f5f0f341f0aa00de44cf5e82f227c49b354f7,8972,2,94,9.730510851000872,9.730510851000872,2390589440,2,8501334016,673787904,836399104,2,1.112534,,No separate reliable token counter; extended thinking disabled,,1,False,,2026-09-19T18:35:52.1795887Z,5.660302406000483,study-results-v2,,o2_default_default,ibm_falcon_127,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/exit.json"": ""ae993948b6328438adf16b503086eb20689dd9f3a1183ddacbc00abdf0becf89"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/launch.json"": ""5ac353a63e8443b078f3fedeb91e166f6f31184192063a3f3e70e241259bef07"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/resources.jsonl"": ""4ca41f62acd5033413c19bf6516980a08de2f15c569e09338534dd98f37e28fe""}",bc1833de09d70b83eed4ddd1a593a1e9ce2d7bf86baa534c1e3cbf6e6ab94c5d,train,success,18331,9.730510851000872,18052,18052,281,281,0,phi/p0_t0,0.11076481399868499
False,3,"[[""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:40:10.039851+00:00"", ""2026-09-19T18:40:14.715494+00:00""], [""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:40:15.079434+00:00"", ""2026-09-19T18:40:21.952244+00:00""], [""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:40:22.314080+00:00"", ""2026-09-19T18:40:27.837113+00:00""]]",f8cf01b1c90870399f0d012af6b0285d6b506894e3b3fdac0bd925ed39bb755e,portfoliovqe_indep_qiskit_6,True,0,p0_t0,2026-09-19T18:40:27.856259+00:00,"{""FACT_NOT_SUPPORTED"": 3}",0.031105681000553886,6,verified,3,,,portfolio,False,True,True,False,13.629728,False,not_evaluated,9b102d4a73dc3c6e207c5ccdedf7da6aeb045468b712f591e93c3841f817c391,9675,3,101,17.07137516399962,17.07137516399962,2333827072,6,8508575744,673787904,838008832,3,3.223303,,No separate reliable token counter; extended thinking disabled,,2,False,,2026-09-19T18:35:52.1795887Z,5.504768812999828,study-results-v2,,o3_default_default,ibm_heron_156,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/exit.json"": ""ae993948b6328438adf16b503086eb20689dd9f3a1183ddacbc00abdf0becf89"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/launch.json"": ""5ac353a63e8443b078f3fedeb91e166f6f31184192063a3f3e70e241259bef07"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/resources.jsonl"": ""4ca41f62acd5033413c19bf6516980a08de2f15c569e09338534dd98f37e28fe""}",7dafebd46e73b9b279f1ef96da32f7d563de3721b856b4570375ab81951e06fc,train,success,29811,17.07137516399962,29368,29368,446,446,0,phi/p0_t0,0.1183500439983618
False,2,"[[""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:40:54.083923+00:00"", ""2026-09-19T18:41:44.482125+00:00""], [""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:41:44.840087+00:00"", ""2026-09-19T18:41:50.526098+00:00""]]",a0bfbb42f7be65d7b0a1fc9880cacdd4858c74ef91b979a46179dbfe94c64204,su2random_indep_qiskit_50,True,0,p0_t0,2026-09-19T18:41:50.545223+00:00,"{""FACT_NOT_SUPPORTED"": 1}",0.18170037399795547,4,verified,3,,,random_ansatz,False,True,True,False,9.243788,False,not_evaluated,10f42e2c4fc0e2770b44d131efbdb4b8cb0c50b3b42a30e16e342d8152ddcab6,9360,2,104,56.0842136350002,56.0842136350002,1924722688,50,8508575744,673787904,838496256,2,46.712444000000005,,No separate reliable token counter; extended thinking disabled,,1,False,,2026-09-19T18:35:52.1795887Z,5.438458802000241,study-results-v2,,o2_default_default,quantinuum_h2_56,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/exit.json"": ""ae993948b6328438adf16b503086eb20689dd9f3a1183ddacbc00abdf0becf89"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/launch.json"": ""5ac353a63e8443b078f3fedeb91e166f6f31184192063a3f3e70e241259bef07"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/resources.jsonl"": ""4ca41f62acd5033413c19bf6516980a08de2f15c569e09338534dd98f37e28fe""}",b1064ac39fd23798db2e87140a9cd40d2c2994ebd9d00891f04c07001eb56051,train,success,19130,56.0842136350002,18828,18828,304,304,0,phi/p0_t0,45.682950450000135
False,2,"[[""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:43:16.015402+00:00"", ""2026-09-19T18:43:20.380254+00:00""], [""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:43:20.736629+00:00"", ""2026-09-19T18:43:26.397393+00:00""]]",6be0789f4502eeb1450aff31dcca489853cea3e2632b7229f99fb1622745d1b2,su2random_indep_tket_50,True,0,p0_t0,2026-09-19T18:43:26.578193+00:00,"{""FACT_NOT_SUPPORTED"": 1}",0.1819092850000743,4,verified,3,,,random_ansatz,False,True,True,False,8.7401,True,not_evaluated,9e479c7555f467faf2e62769cfc52f5e9b08479d262e73f0add274818ef4a875,9360,2,100,10.02565064800001,10.02565064800001,2212937728,50,8508575744,673787904,837951488,2,1.1522569999999999,,No separate reliable token counter; extended thinking disabled,,1,False,,2026-09-19T18:35:52.1795887Z,5.7578448109998135,study-results-v2,,o2_default_default,quantinuum_h2_56,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/exit.json"": ""ae993948b6328438adf16b503086eb20689dd9f3a1183ddacbc00abdf0becf89"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/launch.json"": ""5ac353a63e8443b078f3fedeb91e166f6f31184192063a3f3e70e241259bef07"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/resources.jsonl"": ""4ca41f62acd5033413c19bf6516980a08de2f15c569e09338534dd98f37e28fe""}",498db87f252e642885b25f0a804d340d70e3c3b27afa29ca545884b633682140,train,success,19114,10.02565064800001,18828,18828,288,288,0,phi/p0_t0,0.11720953599979111
False,2,"[[""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:37:35.150034+00:00"", ""2026-09-19T18:37:39.747359+00:00""], [""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:37:40.085525+00:00"", ""2026-09-19T18:37:45.562626+00:00""]]",7965ad2d784319eb06517edaa649de29eebe54cc03d330462332f68adac0663f,ae_indep_qiskit_60,True,0,p0_t04,2026-09-19T18:37:45.580670+00:00,"{""FACT_NOT_SUPPORTED"": 1}",0.013714294000237714,4,verified,3,,,ae,False,True,True,False,8.883126,False,not_evaluated,922b5fdf2e5aaa6832930a9167f4fba6c24e0da1d9caeca0859416efab8f4966,8498,2,98,10.074429694999708,10.074429694999708,2414530560,60,8499220480,673787904,835960832,2,1.064403,,No separate reliable token counter; extended thinking disabled,,1,False,,2026-09-19T18:35:52.1795887Z,5.514723969999977,study-results-v2,,o3_default_default,ibm_heron_156,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/exit.json"": ""ae993948b6328438adf16b503086eb20689dd9f3a1183ddacbc00abdf0becf89"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/launch.json"": ""5ac353a63e8443b078f3fedeb91e166f6f31184192063a3f3e70e241259bef07"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/resources.jsonl"": ""4ca41f62acd5033413c19bf6516980a08de2f15c569e09338534dd98f37e28fe""}",8332527e500c8694d2a1259feb3166dd0172877ad96f00a016d15b69899d9720,train,success,17394,10.074429694999708,17104,17104,292,292,0,phi/p0_t04,0.11887326599935477
False,1,"[[""2026-09-19T18:35:52.1795887Z"", ""2026-09-19T18:38:02.591624+00:00"", ""2026-09-19T18:38:49.308999+00:00""]]",203bf9feedbf8c5dcf94104ce56bd5fd14009f3aa469fcfede14645bc4e7e9ef,dj_indep_tket_2,True,0,p0_t04,2026-09-19T18:38:49.330479+00:00,{},0.010210427999481908,2,verified,2,,,dj,True,True,True,True,4.348211,True,not_evaluated,4019c21dc03593a4c3daa4af551f5f0f341f0aa00de44cf5e82f227c49b354f7,8972,1,102,46.71737547799967,46.71737547799967,2148368384,2,8501334016,673787904,836259840,1,42.304982,,No separate reliable token counter; extended thinking disabled,,0,False,,2026-09-19T18:35:52.1795887Z,5.660302406000483,study-results-v2,,o2_default_default,ibm_falcon_127,"[""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0""]","{""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/exit.json"": ""ae993948b6328438adf16b503086eb20689dd9f3a1183ddacbc00abdf0becf89"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/launch.json"": ""5ac353a63e8443b078f3fedeb91e166f6f31184192063a3f3e70e241259bef07"", ""artifacts/experiments/qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2/llm_selection/servers/local-llm-v2-20260919-202842-phi-0/resources.jsonl"": ""4ca41f62acd5033413c19bf6516980a08de2f15c569e09338534dd98f37e28fe""}",bc1833de09d70b83eed4ddd1a593a1e9ce2d7bf86baa534c1e3cbf6e6ab94c5d,train,success,9115,46.71737547799967,8972,8972,144,144,0,phi/p0_t04,42.359078376999605
