0.00.687.231 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.695.906 W srv  llama_server: -----------------
0.00.695.913 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.695.915 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.695.916 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.695.916 W srv  llama_server: -----------------
0.00.713.627 I srv    load_model: loading model 'D:\Tesi-mqt\llm-selection\qiskit-dataset-five-device-expected-fidelity-mqt-predictor-2.4-v2\models\qwen\Q8_0.gguf'
0.03.385.617 I cmn          init: llama threadpool init, n_threads = 6
0.03.533.360 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 163840, kv_unified = 'false'
0.03.534.728 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.03.553.850 I srv  llama_server: model loaded
0.03.553.856 I srv  llama_server: listening on http://127.0.0.1:8089
2.31.744.067 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
2.50.641.075 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10112, progress = 0.10, t =  18.89 s / 535.17 tokens per second
2.50.931.173 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10240, progress = 0.10, t =  19.19 s / 533.75 tokens per second
2.51.227.433 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10368, progress = 0.11, t =  19.48 s / 532.20 tokens per second
2.51.520.107 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10496, progress = 0.11, t =  19.77 s / 530.80 tokens per second
2.51.820.129 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10624, progress = 0.11, t =  20.07 s / 529.24 tokens per second
2.52.116.196 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10752, progress = 0.11, t =  20.37 s / 527.83 tokens per second
2.52.419.975 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10880, progress = 0.11, t =  20.67 s / 526.27 tokens per second
2.52.719.881 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11008, progress = 0.11, t =  20.97 s / 524.85 tokens per second
2.53.026.922 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11136, progress = 0.11, t =  21.28 s / 523.29 tokens per second
2.53.330.527 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11264, progress = 0.12, t =  21.58 s / 521.86 tokens per second
2.53.641.897 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11392, progress = 0.12, t =  21.90 s / 520.28 tokens per second
2.53.948.278 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11520, progress = 0.12, t =  22.20 s / 518.87 tokens per second
2.54.262.084 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11648, progress = 0.12, t =  22.52 s / 517.32 tokens per second
2.54.573.282 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11776, progress = 0.12, t =  22.83 s / 515.88 tokens per second
2.54.889.480 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11904, progress = 0.12, t =  23.14 s / 514.36 tokens per second
2.55.203.239 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12032, progress = 0.12, t =  23.46 s / 512.94 tokens per second
2.55.526.294 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12160, progress = 0.12, t =  23.78 s / 511.35 tokens per second
2.55.847.252 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12288, progress = 0.13, t =  24.10 s / 509.85 tokens per second
2.56.173.620 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12416, progress = 0.13, t =  24.43 s / 508.28 tokens per second
2.56.492.520 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12544, progress = 0.13, t =  24.75 s / 506.90 tokens per second
2.56.821.476 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12672, progress = 0.13, t =  25.08 s / 505.36 tokens per second
2.57.144.250 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12800, progress = 0.13, t =  25.40 s / 503.97 tokens per second
2.57.475.752 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12928, progress = 0.13, t =  25.73 s / 502.46 tokens per second
2.57.802.906 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13056, progress = 0.13, t =  26.06 s / 501.06 tokens per second
2.58.138.490 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13184, progress = 0.13, t =  26.39 s / 499.54 tokens per second
2.58.469.361 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13312, progress = 0.14, t =  26.72 s / 498.14 tokens per second
2.58.808.499 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13440, progress = 0.14, t =  27.06 s / 496.63 tokens per second
2.59.145.000 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13568, progress = 0.14, t =  27.40 s / 495.20 tokens per second
2.59.489.289 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13696, progress = 0.14, t =  27.74 s / 493.67 tokens per second
2.59.828.126 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13824, progress = 0.14, t =  28.08 s / 492.27 tokens per second
3.00.175.993 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13952, progress = 0.14, t =  28.43 s / 490.75 tokens per second
3.00.519.043 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14080, progress = 0.14, t =  28.77 s / 489.35 tokens per second
3.00.872.556 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14208, progress = 0.15, t =  29.13 s / 487.81 tokens per second
3.01.223.019 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14336, progress = 0.15, t =  29.48 s / 486.35 tokens per second
3.01.580.517 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14464, progress = 0.15, t =  29.83 s / 484.81 tokens per second
3.01.931.434 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14592, progress = 0.15, t =  30.19 s / 483.41 tokens per second
3.02.292.941 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14720, progress = 0.15, t =  30.55 s / 481.88 tokens per second
3.02.649.113 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14848, progress = 0.15, t =  30.90 s / 480.47 tokens per second
3.03.014.702 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14976, progress = 0.15, t =  31.27 s / 478.95 tokens per second
3.03.375.562 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15104, progress = 0.15, t =  31.63 s / 477.53 tokens per second
3.03.746.468 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15232, progress = 0.16, t =  32.00 s / 476.00 tokens per second
3.04.112.377 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15360, progress = 0.16, t =  32.37 s / 474.57 tokens per second
3.04.488.521 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15488, progress = 0.16, t =  32.74 s / 473.03 tokens per second
3.04.858.324 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15616, progress = 0.16, t =  33.11 s / 471.61 tokens per second
3.05.238.020 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15744, progress = 0.16, t =  33.49 s / 470.08 tokens per second
3.05.612.626 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15872, progress = 0.16, t =  33.87 s / 468.66 tokens per second
3.05.998.402 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16000, progress = 0.16, t =  34.25 s / 467.12 tokens per second
3.06.378.635 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16128, progress = 0.16, t =  34.63 s / 465.69 tokens per second
3.06.769.135 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16256, progress = 0.17, t =  35.02 s / 464.15 tokens per second
3.07.155.717 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16384, progress = 0.17, t =  35.41 s / 462.70 tokens per second
3.07.554.001 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16512, progress = 0.17, t =  35.81 s / 461.13 tokens per second
3.07.945.657 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16640, progress = 0.17, t =  36.20 s / 459.67 tokens per second
3.08.348.078 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16768, progress = 0.17, t =  36.60 s / 458.12 tokens per second
3.08.744.167 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16896, progress = 0.17, t =  37.00 s / 456.67 tokens per second
3.09.150.757 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17024, progress = 0.17, t =  37.40 s / 455.13 tokens per second
3.09.551.017 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17152, progress = 0.18, t =  37.80 s / 453.70 tokens per second
3.09.962.459 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17280, progress = 0.18, t =  38.22 s / 452.16 tokens per second
3.10.369.054 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17408, progress = 0.18, t =  38.62 s / 450.72 tokens per second
3.10.786.368 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17536, progress = 0.18, t =  39.04 s / 449.18 tokens per second
3.11.197.025 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17664, progress = 0.18, t =  39.45 s / 447.75 tokens per second
3.11.619.090 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17792, progress = 0.18, t =  39.87 s / 446.22 tokens per second
3.12.034.071 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17920, progress = 0.18, t =  40.29 s / 444.80 tokens per second
3.12.459.660 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18048, progress = 0.18, t =  40.71 s / 443.29 tokens per second
3.12.879.541 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18176, progress = 0.19, t =  41.13 s / 441.88 tokens per second
3.13.310.520 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18304, progress = 0.19, t =  41.56 s / 440.38 tokens per second
3.13.734.099 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18432, progress = 0.19, t =  41.99 s / 438.98 tokens per second
3.14.169.035 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18560, progress = 0.19, t =  42.42 s / 437.50 tokens per second
3.14.596.400 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18688, progress = 0.19, t =  42.85 s / 436.12 tokens per second
3.15.034.211 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18816, progress = 0.19, t =  43.29 s / 434.67 tokens per second
3.15.465.779 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18944, progress = 0.19, t =  43.72 s / 433.31 tokens per second
3.15.909.535 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19072, progress = 0.19, t =  44.16 s / 431.85 tokens per second
3.16.346.207 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19200, progress = 0.20, t =  44.60 s / 430.49 tokens per second
3.16.793.656 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19328, progress = 0.20, t =  45.05 s / 429.06 tokens per second
3.17.234.334 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19456, progress = 0.20, t =  45.49 s / 427.72 tokens per second
3.17.686.777 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19584, progress = 0.20, t =  45.94 s / 426.29 tokens per second
3.18.131.514 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19712, progress = 0.20, t =  46.39 s / 424.96 tokens per second
3.18.588.687 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19840, progress = 0.20, t =  46.84 s / 423.55 tokens per second
3.19.037.767 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19968, progress = 0.20, t =  47.29 s / 422.23 tokens per second
3.19.501.568 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20096, progress = 0.21, t =  47.76 s / 420.81 tokens per second
3.19.958.935 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20224, progress = 0.21, t =  48.21 s / 419.47 tokens per second
3.20.429.663 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20352, progress = 0.21, t =  48.68 s / 418.05 tokens per second
3.20.891.960 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20480, progress = 0.21, t =  49.15 s / 416.72 tokens per second
3.21.364.621 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20608, progress = 0.21, t =  49.62 s / 415.33 tokens per second
3.21.829.322 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20736, progress = 0.21, t =  50.08 s / 414.03 tokens per second
3.22.306.340 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20864, progress = 0.21, t =  50.56 s / 412.66 tokens per second
3.22.774.882 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20992, progress = 0.21, t =  51.03 s / 411.38 tokens per second
3.23.256.212 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21120, progress = 0.22, t =  51.51 s / 410.02 tokens per second
3.23.728.472 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21248, progress = 0.22, t =  51.98 s / 408.75 tokens per second
3.24.213.089 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21376, progress = 0.22, t =  52.47 s / 407.42 tokens per second
3.24.689.300 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21504, progress = 0.22, t =  52.94 s / 406.17 tokens per second
3.25.178.030 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21632, progress = 0.22, t =  53.43 s / 404.85 tokens per second
3.25.660.230 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21760, progress = 0.22, t =  53.91 s / 403.61 tokens per second
3.26.153.592 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21888, progress = 0.22, t =  54.41 s / 402.30 tokens per second
3.26.637.268 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22016, progress = 0.22, t =  54.89 s / 401.08 tokens per second
3.27.134.339 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22144, progress = 0.23, t =  55.39 s / 399.80 tokens per second
3.27.623.102 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22272, progress = 0.23, t =  55.88 s / 398.59 tokens per second
3.28.123.741 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22400, progress = 0.23, t =  56.38 s / 397.32 tokens per second
3.28.616.503 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22528, progress = 0.23, t =  56.87 s / 396.13 tokens per second
3.29.121.574 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22656, progress = 0.23, t =  57.38 s / 394.87 tokens per second
3.29.618.067 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22784, progress = 0.23, t =  57.87 s / 393.70 tokens per second
3.30.126.991 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22912, progress = 0.23, t =  58.38 s / 392.46 tokens per second
3.30.627.346 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23040, progress = 0.24, t =  58.88 s / 391.30 tokens per second
3.31.141.460 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23168, progress = 0.24, t =  59.40 s / 390.06 tokens per second
3.31.646.424 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23296, progress = 0.24, t =  59.90 s / 388.91 tokens per second
3.32.164.100 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23424, progress = 0.24, t =  60.42 s / 387.70 tokens per second
3.32.673.020 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23552, progress = 0.24, t =  60.93 s / 386.56 tokens per second
3.33.197.234 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23680, progress = 0.24, t =  61.45 s / 385.35 tokens per second
3.33.711.196 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23808, progress = 0.24, t =  61.97 s / 384.22 tokens per second
3.34.239.848 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23936, progress = 0.24, t =  62.49 s / 383.01 tokens per second
3.34.759.074 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24064, progress = 0.25, t =  63.01 s / 381.89 tokens per second
3.35.291.478 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24192, progress = 0.25, t =  63.55 s / 380.70 tokens per second
3.35.813.446 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24320, progress = 0.25, t =  64.07 s / 379.60 tokens per second
3.36.349.724 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24448, progress = 0.25, t =  64.60 s / 378.43 tokens per second
3.36.878.908 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24576, progress = 0.25, t =  65.13 s / 377.32 tokens per second
3.37.419.257 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24704, progress = 0.25, t =  65.67 s / 376.17 tokens per second
3.37.950.380 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24832, progress = 0.25, t =  66.20 s / 375.08 tokens per second
3.38.496.395 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24960, progress = 0.25, t =  66.75 s / 373.93 tokens per second
