device_id,device_num_qubits,target_sha256,run_id,circuit_id,family,generator,num_qubits,depth,size,config_id,optimization_level,layout_method,routing_method,seed,status,phase,category,exception_type,timeout_seconds,observed_total_seconds,message,diagnostic_method,observed_phase,completed_pass_count,last_completed_pass_name,last_completed_pass_class,last_completed_pass_index,last_completed_pass_duration_seconds,last_completed_pass_wall_elapsed_seconds,interrupted_pass_file,interrupted_pass_function,interrupted_pass_line,inferred_qiskit_stage,inferred_configuration_component,inferred_configuration_value,inference_confidence,causal_attribution_supported,diagnostic_limitations,last_relevant_qiskit_frame
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_430d17256f42892962a29083704cb9fda5a464f82968c79f18359a3a2021574a,random_indep_qiskit_30,random,qiskit,30,312,2080,o2_sabre_lookahead,2,sabre,lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.13388784400013,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,21,LookaheadSwap,qiskit.transpiler.passes.routing.lookahead_swap.LookaheadSwap,20,99.3122878074646,99.98763835200043,qiskit/transpiler/passes/routing/lookahead_swap.py,_calc_layout_distance,342,routing,routing_method,lookahead,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/routing/lookahead_swap.py:342:_calc_layout_distance
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_a62b597f67b7ce9d36ffe97e4578aa9bb64780b751155c7c2f687724abc77469,random_indep_qiskit_30,random,qiskit,30,312,2080,o2_sabre_lookahead,2,sabre,lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.19837771099992,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,21,LookaheadSwap,qiskit.transpiler.passes.routing.lookahead_swap.LookaheadSwap,20,99.27908658981323,99.98453962399981,qiskit/transpiler/passes/routing/lookahead_swap.py,_calc_layout_distance,342,routing,routing_method,lookahead,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/routing/lookahead_swap.py:342:_calc_layout_distance
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_b028cef692ab42f8cd22e3e24d575324572e0d077ef28c741fd5a041d7b7c883,wstate_indep_tket_90,wstate,tket,90,181,447,o3_default_default,3,,,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00232208099987,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,46,VF2PostLayout,qiskit.transpiler.passes.layout.vf2_post_layout.VF2PostLayout,45,72.51406717300415,99.99825784599943,qiskit/transpiler/passes/layout/vf2_post_layout.py,_score_layout,372,optimization,optimization_level,3,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/layout/vf2_post_layout.py:372:_score_layout
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_97f4ff47ab5738f0dbfddc38ee80655b68b4b492ed99c809e6c9ea59eb2d4e40,wstate_indep_tket_90,wstate,tket,90,181,447,o3_default_default,3,,,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00158601900057,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,46,VF2PostLayout,qiskit.transpiler.passes.layout.vf2_post_layout.VF2PostLayout,45,73.39263820648193,99.99827743100013,qiskit/transpiler/passes/layout/vf2_post_layout.py,_target_match,49,optimization,optimization_level,3,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/layout/vf2_post_layout.py:49:_target_match
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_95547befce684e54e17fcff25ce2802287517c429abf550d30870047a99551fb,wstate_indep_tket_90,wstate,tket,90,181,447,o3_default_default,3,,,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00154391599972,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,46,VF2PostLayout,qiskit.transpiler.passes.layout.vf2_post_layout.VF2PostLayout,45,73.80977416038513,99.99730835699938,qiskit/transpiler/passes/layout/vf2_post_layout.py,_score_layout,362,optimization,optimization_level,3,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/layout/vf2_post_layout.py:362:_score_layout
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_3c27c0b5ed2b91d0292363be0014d8faa45745b562addb9bb806efcdb1d9851d,wstate_indep_tket_90,wstate,tket,90,181,447,o3_sabre_basic,3,sabre,basic,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00212531899979,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,47,VF2PostLayout,qiskit.transpiler.passes.layout.vf2_post_layout.VF2PostLayout,46,99.8654477596283,99.99729880500036,qiskit/transpiler/passes/layout/vf2_post_layout.py,_target_match,41,optimization,optimization_level,3,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/layout/vf2_post_layout.py:41:_target_match
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_687c3d6ec91849a6be8f57c60e4aec7b8cb10319ddc63cea75266dc99991f6d6,wstate_indep_tket_90,wstate,tket,90,181,447,o3_sabre_basic,3,sabre,basic,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00231407799947,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,47,VF2PostLayout,qiskit.transpiler.passes.layout.vf2_post_layout.VF2PostLayout,46,99.87012314796448,99.99744953500067,qiskit/transpiler/passes/layout/vf2_post_layout.py,_score_layout,366,optimization,optimization_level,3,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/layout/vf2_post_layout.py:366:_score_layout
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_1a02f4eab7daab0cb52f548aaa18cfcf439e454cf4d40dfb5eec836db11cc797,wstate_indep_tket_90,wstate,tket,90,181,447,o3_sabre_basic,3,sabre,basic,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00209664000067,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,47,VF2PostLayout,qiskit.transpiler.passes.layout.vf2_post_layout.VF2PostLayout,46,99.86529421806335,99.99743723099982,qiskit/transpiler/passes/layout/vf2_post_layout.py,_target_match,45,optimization,optimization_level,3,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/layout/vf2_post_layout.py:45:_target_match
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_aaacc88926e6e7c8787ad70828f155047460e3f3955414265a921fad79354a39,graphstate_indep_qiskit_14,graphstate,qiskit,14,8,42,o3_sabre_lookahead,3,sabre,lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00272874100028,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,49,VF2PostLayout,qiskit.transpiler.passes.layout.vf2_post_layout.VF2PostLayout,48,81.35806465148926,99.99964176000003,qiskit/transpiler/passes/layout/vf2_post_layout.py,_score_layout,366,optimization,optimization_level,3,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/layout/vf2_post_layout.py:366:_score_layout
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_167073dc082106cec02d1979bcfecd0488262f4eb77ce14b6df5275aa9ba65ab,graphstate_indep_qiskit_14,graphstate,qiskit,14,8,42,o3_sabre_lookahead,3,sabre,lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00351282899965,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,49,VF2PostLayout,qiskit.transpiler.passes.layout.vf2_post_layout.VF2PostLayout,48,78.67265796661377,99.99957422599982,qiskit/transpiler/passes/layout/vf2_post_layout.py,run,298,optimization,optimization_level,3,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/layout/vf2_post_layout.py:298:run
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_3586165a78af8625f77b036105e592f00f585d8502ab5f6e61fecb1befd437b7,graphstate_indep_qiskit_14,graphstate,qiskit,14,8,42,o3_sabre_lookahead,3,sabre,lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00331435299995,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,49,VF2PostLayout,qiskit.transpiler.passes.layout.vf2_post_layout.VF2PostLayout,48,82.3769211769104,99.99952400499978,qiskit/transpiler/passes/layout/vf2_post_layout.py,_score_layout,363,optimization,optimization_level,3,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/layout/vf2_post_layout.py:363:_score_layout
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_79bc79837ab2dad96d8c62ad5aae657d5970218934f2e7215e49a0e6b9c597b9,pricingcall_indep_qiskit_5,pricingcall,qiskit,5,36,47,o3_sabre_lookahead,3,sabre,lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00456704199951,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,21,LookaheadSwap,qiskit.transpiler.passes.routing.lookahead_swap.LookaheadSwap,20,99.96878933906555,99.99960656500025,qiskit/transpiler/passes/routing/lookahead_swap.py,_calc_layout_distance,342,routing,routing_method,lookahead,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/routing/lookahead_swap.py:342:_calc_layout_distance
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_197c0f6a5d49d1a4efaf5d302a4b7731778a398d28dcb886dbd5a83620af5904,pricingcall_indep_qiskit_5,pricingcall,qiskit,5,36,47,o3_sabre_lookahead,3,sabre,lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00418856099986,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,21,LookaheadSwap,qiskit.transpiler.passes.routing.lookahead_swap.LookaheadSwap,20,99.96526217460632,99.999244955,qiskit/transpiler/passes/routing/lookahead_swap.py,_calc_layout_distance,341,routing,routing_method,lookahead,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/routing/lookahead_swap.py:341:_calc_layout_distance
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_f221778c55b58968ac433bace4c904d564863a9ce4ace7cf140c0516b9049342,pricingcall_indep_qiskit_5,pricingcall,qiskit,5,36,47,o3_sabre_lookahead,3,sabre,lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00494529699972,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,21,LookaheadSwap,qiskit.transpiler.passes.routing.lookahead_swap.LookaheadSwap,20,99.9691948890686,99.99947394999981,qiskit/transpiler/passes/routing/lookahead_swap.py,_calc_layout_distance,342,routing,routing_method,lookahead,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/routing/lookahead_swap.py:342:_calc_layout_distance
ibm_heron_133,133,804f28754ad200e42a328ba910639c9d6fd3233dff35035e7f3cb85a2fc5168a,run_fab7305be1d20cc40fb06435dd60a5f13bf651c54ef18c7e504737f30e6cdd60,qaoa_indep_tket_7,qaoa,tket,7,10,42,o3_sabre_lookahead,3,sabre,lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00310050800044,Tentativo interrotto dopo 100.0 secondi.,qiskit_post_pass_callback_and_sigalrm_traceback,transpilation,59,VF2PostLayout,qiskit.transpiler.passes.layout.vf2_post_layout.VF2PostLayout,58,89.22198581695557,99.99945006799999,qiskit/transpiler/passes/layout/vf2_post_layout.py,_score_layout,371,optimization,optimization_level,3,medium,False,"Il callback pubblico di Qiskit viene eseguito dopo ogni pass: last_completed_pass non identifica necessariamente il pass interrotto. | Lo stack indica dove SIGALRM è stato osservato, non dimostra quale pass, configurazione, circuito o hardware abbia causato il timeout. | Un'attribuzione causale richiede confronti controllati tra circuiti, configurazioni e device.",qiskit/transpiler/passes/layout/vf2_post_layout.py:371:_score_layout
