device_id,run_id,circuit_id,family,num_qubits,config_id,seed,status,phase,category,exception_type,timeout_seconds,observed_total_seconds,message,last_relevant_qiskit_frame
ibm_heron_133,run_95547befce684e54e17fcff25ce2802287517c429abf550d30870047a99551fb,wstate_indep_tket_90,wstate,90,o3_default_default,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00220684099986,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_3c27c0b5ed2b91d0292363be0014d8faa45745b562addb9bb806efcdb1d9851d,wstate_indep_tket_90,wstate,90,o3_sabre_basic,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00201789699986,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_687c3d6ec91849a6be8f57c60e4aec7b8cb10319ddc63cea75266dc99991f6d6,wstate_indep_tket_90,wstate,90,o3_sabre_basic,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.0017557240003,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_1a02f4eab7daab0cb52f548aaa18cfcf439e454cf4d40dfb5eec836db11cc797,wstate_indep_tket_90,wstate,90,o3_sabre_basic,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.04586358699999,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_aaacc88926e6e7c8787ad70828f155047460e3f3955414265a921fad79354a39,graphstate_indep_qiskit_14,graphstate,14,o3_sabre_lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.19547538999996,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_167073dc082106cec02d1979bcfecd0488262f4eb77ce14b6df5275aa9ba65ab,graphstate_indep_qiskit_14,graphstate,14,o3_sabre_lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.129733644,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_3586165a78af8625f77b036105e592f00f585d8502ab5f6e61fecb1befd437b7,graphstate_indep_qiskit_14,graphstate,14,o3_sabre_lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00465925000003,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_79bc79837ab2dad96d8c62ad5aae657d5970218934f2e7215e49a0e6b9c597b9,pricingcall_indep_qiskit_5,pricingcall,5,o3_sabre_lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.01150009699995,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_197c0f6a5d49d1a4efaf5d302a4b7731778a398d28dcb886dbd5a83620af5904,pricingcall_indep_qiskit_5,pricingcall,5,o3_sabre_lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.12204367300001,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_f221778c55b58968ac433bace4c904d564863a9ce4ace7cf140c0516b9049342,pricingcall_indep_qiskit_5,pricingcall,5,o3_sabre_lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.03348504899986,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_fab7305be1d20cc40fb06435dd60a5f13bf651c54ef18c7e504737f30e6cdd60,qaoa_indep_tket_7,qaoa,7,o3_sabre_lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.75116638000031,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_cee2ca3833deb2868ac14044e8feed789abdc992aacccfc751899ca337e1cbcc,qft_indep_tket_40,qft,40,o3_sabre_lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.09135988200023,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_9e5259748b64d9ce3255044aa423e7306702de3c9618e37309b242e1342fb514,qft_indep_tket_40,qft,40,o3_sabre_lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.06705025899964,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_06bde21c14f89084148ec2430f3e28e98938e187a31deabdbe65a43a430e5c33,qft_indep_tket_40,qft,40,o3_sabre_lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.02454631799992,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_fa28a2005d9e8711427721a52e51ebd4f85c3eb10c0d8a7169714f1ec03e7cf4,qpeexact_indep_tket_60,qpeexact,60,o3_sabre_lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.0576958910001,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_daf9c4d48d63349a59b58fe9b1674e956a595e809417b230fbab7a0236c5ee66,qpeexact_indep_tket_60,qpeexact,60,o3_sabre_lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.05642527000009,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_acc06e68bb526a2d5e3ea34e14542fb64a27a49ba7db331c95e0fe32c5120962,qpeexact_indep_tket_60,qpeexact,60,o3_sabre_lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.03508357300007,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_16b52803bb137de00404363b130f7a0656418c8217e4baecdaff2aaa5b9655a2,random_indep_qiskit_30,random,30,o3_sabre_lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.25166471200009,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_c0f0f90287f94ad6a2835f1e2d19087134457a8ef219a48e330fb4e2c22a3d14,random_indep_qiskit_30,random,30,o3_sabre_lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.2379203920002,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_b9456e762665922bec9a4041bafbe1224aa39bc61ef81586b441da1b1e63b0be,random_indep_qiskit_30,random,30,o3_sabre_lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.29971573700004,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_503461b5e7d94d2d4fc93a515166a8e08ebca6dd01cf22b241b62e5a4dc56087,wstate_indep_tket_90,wstate,90,o3_sabre_lookahead,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00212715099997,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_acf7c4fa2b2c1364e9d51049ae1d2e5a3c0b3d8a3c358ee7aefea882bdffa028,wstate_indep_tket_90,wstate,90,o3_sabre_lookahead,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.0024205589998,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_2d722a40fc6a4e5cdbe26a61c0541b5f907ca1d69787bc75ad4568149e6ca023,wstate_indep_tket_90,wstate,90,o3_sabre_lookahead,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00227223499996,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_4fb3437e2da9a9839dc9faf6902f9243394c0f76d3facd933f80bb767c8876aa,wstate_indep_tket_90,wstate,90,o3_sabre_sabre,0,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.02071411799989,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_9dc44775483f8602739112fc5c7c588d3904201b192ef3bd9d9cc88dfcbfdc52,wstate_indep_tket_90,wstate,90,o3_sabre_sabre,1,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.002408543,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
ibm_heron_133,run_ff139f917df55090806c9572ddae6edc90b17cefb86eb44ddd348f62c4261398,wstate_indep_tket_90,wstate,90,o3_sabre_sabre,2,timeout,transpilation,timeout,AttemptTimeoutError,100.0,100.00161628700016,Tentativo interrotto dopo 100.0 secondi.,"File ""/home/elio/Tesi/qiskit_dataset/generation.py"", line 133, in on_alarm"
